Time,Nb_Sat,Latitude,Longitude,Altitude,Temp_Int,Temp_BME,Temp_Ext,Pression,Humidité,Dose_uSvh,Cpm,U_batt,I_batt,Charge_batt
12:54:25,11,47.936817,0.286148,22003.8,6.5,3.0,1.0,44.8,8.1,2.1,113.4,11.4,-232.0,1147.6
12:54:35,9,47.937233,0.284833,22060.8,6.5,3.0,1.0,44.5,8.2,2.1,113.3,11.4,-242.5,1146.8
12:54:45,11,47.937763,0.283903,22123.9,6.5,3.0,1.0,44.1,8.2,2.1,112.7,11.4,-223.7,1146.2
12:54:55,11,47.938454,0.283105,22184.8,6.5,3.0,1.0,43.6,8.2,2.1,112.1,11.4,-235.2,1145.6
12:56:55,11,47.940815,0.284823,22874.2,6.2,3.0,1.0,39.5,8.4,2.1,110.1,11.4,-330.3,1134.4
12:57:05,11,47.940258,0.285013,22935.7,6.4,3.0,1.0,39.2,8.4,2.1,110.7,11.4,-227.1,1133.6
12:57:15,11,47.939899,0.285015,22989.5,6.4,2.5,1.0,38.8,8.5,2.1,111.0,11.4,-226.3,1133.0
12:57:25,11,47.939529,0.284797,23043.8,6.4,3.0,1.0,38.6,8.5,2.1,110.8,11.4,-247.5,1132.3
12:57:35,10,47.939152,0.284500,23097.4,6.4,3.0,1.0,38.2,8.5,2.1,110.7,11.4,-248.7,1131.6
12:57:45,11,47.938915,0.283908,23155.6,6.4,3.0,1.0,37.9,8.5,2.1,110.7,11.4,-227.1,1130.9
12:57:55,11,47.938679,0.283397,23212.6,6.4,3.0,1.0,37.6,8.5,2.1,110.0,11.4,-233.4,1130.3
12:58:05,11,47.938412,0.282925,23270.5,6.2,3.0,1.0,37.3,8.5,2.1,109.3,11.4,-232.8,1129.5
12:58:15,11,47.938084,0.282372,23330.0,6.2,2.5,1.0,36.9,8.5,2.1,109.4,11.4,-228.1,1128.9
12:58:25,11,47.937965,0.281708,23389.5,6.2,3.1,1.0,36.5,8.5,2.1,109.4,11.4,-233.3,1128.3
12:58:45,11,47.938015,0.280505,23506.0,6.2,3.1,1.0,36.0,8.6,2.1,108.9,11.4,-224.7,1126.8
12:58:55,11,47.937996,0.280145,23565.6,6.2,3.1,1.0,35.7,8.6,2.1,108.9,11.4,-230.8,1126.1
12:59:05,11,47.937943,0.279802,23621.8,6.2,3.1,1.0,35.4,8.6,2.0,108.3,11.4,-251.8,1125.5
12:59:15,11,47.937679,0.279622,23681.6,6.2,3.1,1.0,35.0,8.6,2.0,108.1,11.4,-230.8,1124.9
12:59:25,11,47.937302,0.279327,23742.6,6.2,3.1,1.0,34.8,8.6,2.0,107.7,11.4,-228.1,1124.2
12:59:45,11,47.936611,0.277797,23859.1,6.2,3.1,1.0,34.2,8.6,2.0,107.3,11.4,-226.4,1122.8
12:59:55,11,47.936386,0.277097,23918.0,6.2,3.2,1.0,33.9,8.7,2.0,106.7,11.4,-240.5,1122.1
13:02:05,12,47.929737,0.264212,24659.3,6.4,3.3,1.0,30.5,8.9,2.0,104.6,11.4,-244.7,1110.1
13:02:15,11,47.929459,0.262517,24718.2,6.4,2.8,1.0,30.2,8.9,2.0,104.1,11.4,-228.0,1109.5
13:02:25,12,47.929337,0.260810,24777.3,6.4,3.3,1.0,30.1,8.9,2.0,104.0,11.4,-231.0,1108.9
13:02:45,12,47.929596,0.257733,24894.2,6.4,3.4,1.0,29.5,8.9,2.0,104.0,11.4,-234.7,1107.4
13:02:55,12,47.929668,0.256568,24952.5,6.4,3.4,1.0,29.3,8.9,2.0,103.7,11.4,-228.3,1106.8
13:03:05,12,47.929558,0.255247,25012.0,6.4,3.4,1.0,29.0,8.9,1.9,103.4,11.4,-227.4,1106.2
13:03:15,12,47.929321,0.253910,25073.3,6.4,2.9,1.0,28.7,9.0,1.9,103.1,11.4,-232.3,1105.5
